311788 [http-nio-8080-exec-59] INFO  p.i.springboot.service.OrderService - 库存:1503
311790 [http-nio-8080-exec-54] INFO  p.i.springboot.service.OrderService - 库存:1503
311793 [http-nio-8080-exec-47] INFO  p.i.springboot.service.OrderService - 库存:1503
311793 [http-nio-8080-exec-100] INFO  p.i.springboot.service.OrderService - 库存:1503
311795 [http-nio-8080-exec-70] INFO  p.i.springboot.service.OrderService - 库存:1503
311802 [http-nio-8080-exec-42] INFO  p.i.springboot.service.OrderService - 库存:1502
311808 [http-nio-8080-exec-30] INFO  p.i.springboot.service.OrderService - 库存:1502
311808 [http-nio-8080-exec-83] INFO  p.i.springboot.service.OrderService - 库存:1502
311810 [http-nio-8080-exec-26] INFO  p.i.springboot.service.OrderService - 库存:1502
311810 [http-nio-8080-exec-39] INFO  p.i.springboot.service.OrderService - 库存:1502
311810 [http-nio-8080-exec-100] INFO  p.i.springboot.service.OrderService - 库存:1502
311811 [http-nio-8080-exec-67] INFO  p.i.springboot.service.OrderService - 库存:1502
311812 [http-nio-8080-exec-46] INFO  p.i.springboot.service.OrderService - 库存:1502
311814 [http-nio-8080-exec-98] INFO  p.i.springboot.service.OrderService - 库存:1502
311814 [http-nio-8080-exec-80] INFO  p.i.springboot.service.OrderService - 库存:1502
311814 [http-nio-8080-exec-11] INFO  p.i.springboot.service.OrderService - 库存:1501
311814 [http-nio-8080-exec-72] INFO  p.i.springboot.service.OrderService - 库存:1502
311815 [http-nio-8080-exec-43] INFO  p.i.springboot.service.OrderService - 库存:1501
311818 [http-nio-8080-exec-2] INFO  p.i.springboot.service.OrderService - 库存:1501
311819 [http-nio-8080-exec-96] INFO  p.i.springboot.service.OrderService - 库存:1501
311821 [http-nio-8080-exec-38] INFO  p.i.springboot.service.OrderService - 库存:1501
311824 [http-nio-8080-exec-44] INFO  p.i.springboot.service.OrderService - 库存:1501
311824 [http-nio-8080-exec-48] INFO  p.i.springboot.service.OrderService - 库存:1501
311825 [http-nio-8080-exec-6] INFO  p.i.springboot.service.OrderService - 库存:1500
311826 [http-nio-8080-exec-2] INFO  p.i.springboot.service.OrderService - 库存:1500
311826 [http-nio-8080-exec-71] INFO  p.i.springboot.service.OrderService - 库存:1501
311827 [http-nio-8080-exec-81] INFO  p.i.springboot.service.OrderService - 库存:1500
311827 [http-nio-8080-exec-90] INFO  p.i.springboot.service.OrderService - 库存:1500
311827 [http-nio-8080-exec-79] INFO  p.i.springboot.service.OrderService - 库存:1500
311829 [http-nio-8080-exec-60] INFO  p.i.springboot.service.OrderService - 库存:1499
311829 [http-nio-8080-exec-94] INFO  p.i.springboot.service.OrderService - 库存:1499
311830 [http-nio-8080-exec-44] INFO  p.i.springboot.service.OrderService - 库存:1499
311831 [http-nio-8080-exec-15] INFO  p.i.springboot.service.OrderService - 库存:1499
311832 [http-nio-8080-exec-62] INFO  p.i.springboot.service.OrderService - 库存:1498
311832 [http-nio-8080-exec-96] INFO  p.i.springboot.service.OrderService - 库存:1499
311832 [http-nio-8080-exec-39] INFO  p.i.springboot.service.OrderService - 库存:1498
311832 [http-nio-8080-exec-24] INFO  p.i.springboot.service.OrderService - 库存:1498
311832 [http-nio-8080-exec-29] INFO  p.i.springboot.service.OrderService - 库存:1498
311834 [http-nio-8080-exec-81] INFO  p.i.springboot.service.OrderService - 库存:1498
311834 [http-nio-8080-exec-53] INFO  p.i.springboot.service.OrderService - 库存:1498
311836 [http-nio-8080-exec-96] INFO  p.i.springboot.service.OrderService - 库存:1497
311836 [http-nio-8080-exec-39] INFO  p.i.springboot.service.OrderService - 库存:1497
311836 [http-nio-8080-exec-8] INFO  p.i.springboot.service.OrderService - 库存:1497
311837 [http-nio-8080-exec-50] INFO  p.i.springboot.service.OrderService - 库存:1497
311837 [http-nio-8080-exec-18] INFO  p.i.springboot.service.OrderService - 库存:1497
311838 [http-nio-8080-exec-92] INFO  p.i.springboot.service.OrderService - 库存:1496
311838 [http-nio-8080-exec-59] INFO  p.i.springboot.service.OrderService - 库存:1496
311838 [http-nio-8080-exec-55] INFO  p.i.springboot.service.OrderService - 库存:1496
311839 [http-nio-8080-exec-54] INFO  p.i.springboot.service.OrderService - 库存:1496
311840 [http-nio-8080-exec-95] INFO  p.i.springboot.service.OrderService - 库存:1496
311840 [http-nio-8080-exec-33] INFO  p.i.springboot.service.OrderService - 库存:1496
311840 [http-nio-8080-exec-82] INFO  p.i.springboot.service.OrderService - 库存:1496
311841 [http-nio-8080-exec-47] INFO  p.i.springboot.service.OrderService - 库存:1496
